Course Code,Course Name
  NFS488H1,Nutritional Toxicology
  NFS489H1,Nutritional Neurosciences
  NFS490H1,International and Community Nutrition
  NFS494Y1,Research Projects in Nutritional Sciences
  NMC101H1,Land of the Pharaohs
  NMC102H1,Heartland of Ancient Empires
  NMC103H1,The Islamic World
  NMC104H1,The Biblical World
  NMC195H1,"Rebels, Misfits, and Outcasts in Modern Arabic Literature"
  NMC196H1,Law and Order in the Ancient Near East
  NMC197H1,Myth and History in the Bible
  NMC198H1,Iranian Women Reveal Their Lives: The First Generation
  NMC199H1,Babylon: Fact vs. Fiction
  NMC241H1,Anthropology of the Middle East
  NMC243H1,The Arabic Novel
  NMC245H1,Women in the Ancient Near East
  NMC246H1,Sumerian and Babylonian Literature in Translation
  NMC247H1,The Intellectual History of the Ancient Near East
  NMC248H1,Ancient Bureaucracies
  NMC251H1,Voices from Ancient Egypt
  NMC252H1,Hebrew Bible
  NMC253H1,Egyptian Myths
  NMC254H1,The Mummy: Technology and Transformation
  NMC255H1,"Love, Battle, and Wit: Classics of Premodern Arabic Literature"
  NMC256H1,1001 Nights Around the World
  NMC258H1,"The Book of Kings: Persian Myth, History, and Art"
  NMC259H1,Literature of Ancient and Late Antique Iran
  NMC260H1,Why the Ancient Near East? Investigating the Great Transformations in Pre- and Proto- History
  NMC261Y0,Field Archaeology
  NMC262H1,Why the Ancient Near East? The Historic Periods
  NMC263H1,"The Archaeology of Gods, Ghosts, Witches and Demons"
  NMC264H1,The Archaeology of Stuff
  NMC265H1,"Archaeology in War Zones: Syria, Iraq, Afghanistan"
  NMC266H1,Archaeologies of Power
  NMC270H1,Christians of the Middle East
  NMC271H1,The Sufi Tradition in Islam
  NMC273Y1,Early Islamic History: The Prophet and the Caliphates
  NMC274H1,The Turks in History: From Nomads of the Steppe Frontier to Islamic Rulers
  NMC275H1,The Mongol Empire and the World It Made
  NMC276H1,Topics in Near & Middle Eastern Civilizations
  NMC277H1,Topics in Near & Middle Eastern Civilizations
  NMC278H1,Introduction to the Modern Middle East
  NMC284H1,"Topics in Judaism and Feminism: Conflict, Competition, Complement"
  NMC289H1,Introduction to Coptic Studies
  NMC299Y1,Research Opportunity Program
  NMC315H1,The Structure of Arabic Language
  NMC316H1,Cultural Encounter in Arabic Narrative
  NMC342H1,History & Sources of Egyptian Monasticism
  NMC343H1,Farmers to Pyramid Builders: Cultural and Political History of Ancient Egypt I
  NMC344H1,Hyksos Subjects to Empire Builders: Cultural and Political History of Ancient Egypt II
  NMC346H1,Ancient Mesopotamia I: Sumerians and Akkadians
  NMC347H1,Ancient Mesopotamia II: Assyrians and Babylonians
  NMC348Y1,History of Iran: From the Sasanians to the Safavids
  NMC350H1,Christian Literature from the Middle East in Translation
  NMC351H1,Dead Sea Scrolls
  NMC352H1,Ancient Egyptian Literature
  NMC353H1,Possible Worlds: Arabic Speculative Fiction
  NMC355H1,Ottoman Empire: The Age of Reform
  NMC356H1,Anthropology of Islam
  NMC357H1,Gender and Sexuality in Premodern Arabic Literature
  NMC358H1,Gender and Sexuality in Modern Middle Eastern Cultures
  NMC359H1,Nomads in the Ancient Near East
  NMC360H1,The Archaeology of the Biblical World I: The Bronze Age
  NMC361H1,The Archaeology of the Biblical World II: The Iron Age
  NMC362Y1,Ancient Egyptian Sites
  NMC363H1,Archaeology of Mesopotamia	
  NMC364H1,Art and Archaeology of Syria
  NMC367H1,Archaeology & Architecture of Egyptian Monasticism
  NMC368H1,Coptic Art & Archaeology
  NMC370H1,History of Ancient Israel
  NMC373H1,Modern Iran
  NMC374H1,The Mamluks: from Slaves to Sultans
  NMC376H1,History of Islamic Spain and North Africa (640-1492)
  NMC377Y1,Ottoman Empire: The Classical Age
  NMC378H1,Modern Arab History
  NMC380H1,Religion in the Ancient Near East
  NMC381H1,Modern Islamic Thought
  NMC382Y1,"Mummies, Myth and Magic: The Religion of Ancient Egypt"
  NMC384H1,Life Cycle and Personal Status in Judaism
  NMC385H1,Islamic Law in Historical Perspective and Contemporary Debate
  NMC386H1,"Muslims, Christians, and Jews in the Ottoman Empire"
  NMC394H1,Persianate Art and Architecture
  NMC395H1,Iconography of the Art and Material Culture of the Islamic World
  NMC396H1,The Art of the Qur’an
  NMC398Y0,Research Excursions
  NMC399Y1,Research Opportunity Program
  NMC445H1,Sacred versus Secular Space: Mesopotamian Architecture in Context
  NMC446H1,The Babylonian City
  NMC447H1,The Neo-Assyrian Empire
  NMC449H1,Mesopotamian Society and Economy
  NMC450H1,Research Seminar on Ancient Jewish Literature
  NMC452H1,Iranian Modernity
  NMC461H1,The History and Archaeology of the Horn of Africa and South Arabia
  NMC462H1,Polarized-light Microscopy in Archaeology I: Foundations
  NMC463H1,Warfare: The Archaeology of Conflict in the Ancient Near East
  NMC464H1,The Archaeology of Stuff at the ROM
  NMC465H1,Ceramic Analysis
  NMC466H1,Near Eastern Ceramics
  NMC467H1,Seminar in Egyptian Archaeology I
  NMC468H1,Seminar in Egyptian Archaeology II
  NMC469Y1,Medieval Middle Eastern Ceramics
  NMC470H1,Polarized-light Microscopy in Archaeology II: Applications
  NMC471H1,Advanced Topics in Near and Middle Eastern Civilizations
  NMC472H1,Theory & Method in Middle East Studies
  NMC473H1,Intellectuals of the Modern Arab World
  NMC474H1,The Archaeology of Death
  NMC475H1,Orientalism & Occidentalism
  NMC476H1,Politics of Archaeology in the Modern Middle East
  NMC477H1,Modern Turkey
  NMC478H1,Modern Arab Societies
  NMC479H1,Nationalism in the Arab World
  NMC480H1,Structural Development of the Iranian Languages
  NMC484H1,Gender-related Topics in Jewish Law and Religion
  NMC491H1,Mesopotamian Material Culture: Art versus Artifact 
  NMC495Y1,Independent Studies
  NMC496H1,Independent Studies
  NMC497H1,Independent Studies
  NMC499Y1,Senior Thesis
  NML110Y1,Elementary Standard Arabic
  NML155H1,Elementary Modern Hebrew I
  NML156H1,Elementary Modern Hebrew II
  NML210Y1,Intermediate Standard Arabic I
  NML220Y1,Introductory Aramaic
  NML230H1,Elementary Coptic I
  NML231H1,Elementary Coptic II
  NML240Y1,Introduction to Middle Egyptian
  NML250Y1,Introductory Biblical Hebrew
  NML255H1,Intermediate Modern Hebrew I
  NML256H1,Intermediate Modern Hebrew II
  NML260Y1,Introductory Persian
  NML270Y1,Introductory Turkish
  NML305Y1,Introductory Akkadian
  NML310Y1,Intermediate Standard Arabic II
  NML320H1,Aramaic Bible Translations
  NML340Y1,Intermediate Middle Egyptian
  NML350H1,Intermediate Biblical Hebrew I
  NML351H1,Intermediate Biblical Hebrew II
  NML355H1,Advanced Modern Hebrew I
  NML356H1,Advanced Modern Hebrew II
  NML357H1,Legends of the Jews (Aggadah)
  NML358H1,Middle Hebrew: Mishnah and Tosefta
  NML359Y1,Babylonian Talmud
  NML360Y1,Intermediate Persian
  NML362Y1,Middle Persian (Pahlavi)
  NML370Y1,Intermediate Turkish
  NML380H1,Introduction to Ge'ez (Classical Ethiopic)
  NML381H1,Intermediate Ge'ez
  NML405Y1,Intermediate Akkadian
  NML410Y1,Advanced Standard Arabic
  NML411H1,Media Arabic
  NML412H1,Adab and Arabic Literary Prose
  NML413H1,Premodern Arabic Poetry
  NML415H1,The Arabic Short Story
  NML420Y1,Jerusalem Talmud
  NML421Y1,Classical Syriac
  NML440H1,Ancient Egyptian Historical Texts
  NML441H1,Ancient Egyptian Religious and Funerary Texts
  NML450H1,Advanced Biblical Hebrew
  NML452H1,Halakhic Midrashim
  NML455H1,Modern Hebrew Poetry
  NML456H1,Modern Hebrew Prose
  NML459H1,Readings in Second Temple Period Texts
  NML461H1,Modern Persian Poetry
  NML462H1,Modern Persian Prose
  NML464Y1,Old Persian
  NML465Y1,Avestan
  NML466H1,Theory and Practice of Translation from and into Persian
  NML467H1,Persian Literature: The Epic Tradition
  NML468H1,"Persian Literature: Ethical, Erotic, and Mystical"
  NML470Y1,Advanced Turkish
  NML471H1,Modern Turkish Literature in Perspective
  NML490H1,Topics in Near and Middle Eastern Languages
  NUS201H0,Life Science Course A
  NUS227H0,Science at the Nanoscale
  NUS228H0,Principles of Spectroscopy
  NUS250H0,Cities in Transition
  NUS251H0,Southeast Asia
  NUS252H0,"Rice, Spice & Trees: Peasants in Southeast Asia"
  NUS253H0,Economy and Space
  NUS254H0,Geographies of Social Life
  NUS255H0,Cities and Urban Life in Southeast Asia
  NUS256H0,Changing Landscape of Singapore
  NUS301H0,Life Science Course B
  NUS302H0,Life Science Course C
  NUS303H0,Life Science Course D
  NUS304H0,Life Science Course E
  NUS328H0,Nanochemistry
  NUS350H0,Natural Resources: Policy and Practice
  NUS351Y0,Field Studies in Geography: SE Asia
  NUS352H0,East Asia
  NUS353H0,Globalization and Asian Cities
  NUS354H0,"South Asia: Development, Issues, Debates"
  NUS398H0,Nanoscience Research
  NUS401H0,Life Science Course F
  NUS402H0,Life Science Course G
  PCJ260Y1,Introduction to Peace and Conflict Studies
  PCJ299Y1,Research Opportunity Program
  PCJ360H1,"Topics in Peace, Conflict and Justice"
  PCJ361H1,"Special Topics in Peace, Conflict and Justice Studies"
  PCJ361Y1,Special Topics in Peace and Conflict Studies
  PCJ362H1,Service Learning
  PCJ363H1,Study Abroad Module
  PCJ399Y1,Research Opportunity Program
  PCJ444H1,Special Topics in Peace and Conflict Studies
  PCJ460H1,"Advanced Topics in Peace, Conflict and Justice"
  PCJ461H1,"Research Methods in Peace, Conflict and Justice"
  PCJ499H1,Peace and Conflict Studies Independent Study Course
  PCJ499Y1,Peace and Conflict Studies Independent Study Course
  PCL102H1,The Art of Drug Discovery
  PCL200H1,Drugs & the Brain
  PCL201H1,Introduction to Pharmacology and Pharmacokinetic Principles
  PCL218H1,Cannabis the Drug
  PCL297H1,Research Experience in Pharmacology & Toxicology
  PCL299Y1,Research Opportunity Program
  PCL302H1,Pharmacodynamic Principles
  PCL345H1,Experimental Approaches in Drug Discovery
  PCL362H1,Introductory Toxicology
  PCL367H1,Drug Development Pipeline I: In vitro
  PCL368H1,Drug Development Pipeline II: In vivo
  PCL376H1,Experimental Design and Data Analysis for Pharmacology and Toxicology
  PCL386H1,Pharmacology of Cancer Signaling
  PCL389H1,Understanding the Role of Pharmacology and Toxicology in Society
  PCL397Y0,Research Abroad in Pharmacology and Toxicology
  PCL399Y1,Research Opportunity Program
  PCL402H1,Pharmacology and Toxicology in Drug Development
  PCL469H1,Systems Pharmacology I
  PCL470H1,Systems Pharmacology II
  PCL472Y1,Project in Pharmacology
  PCL474Y1,Project in Toxicology
  PCL475H1,Neuropsychopharmacology 1
  PCL476H1,Neuropsychopharmacology 2
  PCL477H1,The DNA Damage Response in Pharmacology and Toxicology
  PCL481H1,The Molecular and Biochemical Basis of Toxicology
  PCL482H1,Biomedical Toxicology
  PCL483H1,Interdisciplinary Toxicology
  PCL484H1,Seminars in Pharmacokinetics and Toxicokinetics
  PCL490H1,Advanced Topics in Pharmacology and Toxicology
  PDC220H1,Arts & Science Internship Program,Maximizing Your Experience
  PDC221H1,Arts & Science Internship Program,Essential Skills for ASIP Success 
  PDC230H1,Arts & Science Internship Program,Maximizing Your Experience
  PDC231H1,Arts & Science Internship Program,Essential Skills for ASIP Success 
  PDC320H1,Arts & Science Internship Program,Professional Skill Development I
  PDC321H1,Arts & Science Internship Program,Professional Skill Development II
  PDC330H1,Arts & Science Internship Program,Professional Skill Development I
  PDC331H1,Arts & Science Internship Program,Professional Skill Development II
  PHC230H1,Pharmaceutics 1
  PHC300H1,Molecular Pharmacology 1
  PHC301H1,Molecular Pharmacology 2
  PHC320H1,Medicinal Chemistry
  PHC330H1,Pharmaceutics 2
  PHC331H1,Establishing the Bioequivalence of Pharmaceutical Products
  PHC340Y1,Pharmaceutical Chemistry Laboratory
  PHC401H1,Drug Transport across Biological Membranes
  PHC420H1,Application of Medicinal Chemistry to Pharmacology
  PHC421H1,Biomoleuclar Interactions and Thermodynamics I
  PHC430H1,Recent Developments in Dosage Form Design
  PHC431H1,Selected Topics in Drug Development
  PHC432H1,Nanomedicines in Oncology
  PHC435H1,Pharmaceutical Data Acquisition and Analysis
  PHC460H1,Fundamentals of Drug Discovery
  PHC462H1,Clinical Drug Development
  PHC470H1,Global Pharmaceutical Policy
  PHC489Y1,Pharmaceutical Chemistry Research
  PHL100Y1,Introduction to Philosophy (Historical)
  PHL101Y1,Introduction to Philosophy (Thematic)
  PHL196H1,"Multiculturalism, Philosophy and Film"
  PHL197H1,Introduction to Philosophical Anthropology
  PHL198H1,Philosophy of Time
  PHL199H1,Ethics and Fiction
  PHL200Y1,Ancient Philosophy
  PHL201H1,Introductory Philosophy
  PHL205H1,Early Medieval Philosophy
  PHL206H1,Later Medieval Philosophy
  PHL210Y1,17th-and 18th-Century Philosophy
  PHL217H1,Introduction to Continental Philosophy
  PHL232H1,Knowledge and Reality
  PHL233H1,Philosophy for Scientists
  PHL235H1,Philosophy of Religion
  PHL237H1,Introduction to Chinese Philosophy
  PHL238H1,Critical Reasoning
  PHL239H1,Introduction to South Asian Philosophy
  PHL240H1,"Persons, Minds and Bodies"
  PHL243H1,Philosophy of Human Sexuality
  PHL244H1,Human Nature
  PHL245H1,Modern Symbolic Logic
  PHL246H1,Probability and Inductive Logic
  PHL255H1,Philosophy of Science
  PHL256H1,Philosophy in the Age of the Internet
  PHL265H1,Introduction to Political Philosophy
  PHL268H1,Philosophy and Social Criticism
  PHL271H1,Law and Morality
  PHL273H1,Environmental Ethics
  PHL275H1,Introduction to Ethics
  PHL281H1,Bioethics
  PHL285H1,Aesthetics
  PHL295H1,Business Ethics
  PHL299Y1,Research Opportunity Program
  PHL301H1,Early Greek Philosophy
  PHL302H1,Ancient Philosophy After Aristotle
  PHL303H1,Plato
  PHL304H1,Aristotle
  PHL307H1,Augustine
  PHL308H1,Aquinas
  PHL309H1,Topics in Medieval Philosophy
  PHL310H1,The Rationalists
  PHL311H1,The Empiricists
  PHL313H1,Topics in 17th and 18th Century Philosophy
  PHL314H1,Kant
  PHL315H1,Topics in 19th-Century Philosophy
  PHL316H1,Hegel
  PHL317H1,Marx and Marxism
  PHL319H1,Philosophy and Psychoanalytic Theory
  PHL320H1,Phenomenology
  PHL321H1,Heidegger
  PHL322H1,Contemporary Continental Philosophy
  PHL323H1,Social and Cultural Theory
  PHL325H1,Early Analytic Philosophy
  PHL331H1,Metaphysics
  PHL332H1,Epistemology
  PHL333H1,Puzzles and Paradoxes
  PHL334H1,Mind and Language in Chinese Thought
  PHL335H1,Issues in Philosophy of Religion
  PHL336H1,Islamic Philosophy
  PHL337H1,Classical Chinese Ethics
  PHL338H1,Jewish Philosophy
  PHL339H1,Topics in South Asian Philosophy
  PHL340H1,Issues in Philosophy of Mind
  PHL341H1,"Freedom, Responsibility, and Human Action"
  PHL342H1,Minds and Machines
  PHL344H1,Philosophy of Emotions
  PHL345H1,Intermediate Logic
  PHL347H1,Modal Logic and Philosophical Applications of Logic
  PHL348H1,Logic and Computation
  PHL349H1,Set Theory
  PHL351H1,Philosophy of Language
  PHL354H1,Philosophy of Mathematics
  PHL355H1,Philosophy of Natural Science
  PHL356H1,Philosophy of Physics
  PHL357H1,Philosophy of Biology
  PHL362H1,Philosophy of History
  PHL365H1,Political Philosophy
  PHL366H1,Topics in Political Philosophy
  PHL367H1,Philosophy of Feminism
  PHL370H1,Issues in Philosophy of Law
  PHL373H1,Issues in Environmental Ethics
  PHL375H1,Ethics
  PHL376H1,Topics in Moral Philosophy
  PHL377H1,Ethical Issues in Big Data
  PHL378H1,War and Morality
  PHL380H1,Global Bioethics
